symbol	zacks	value	growth	momtum	vgm	industry	date
FSZ	TimeoutError()
FTA	None	None	None	None	None	None	2022-10-23
FTAI	3	C	D	B	D	Financial - Miscellaneous Services	2022-10-23
FTC	TimeoutError()
FTCH	TimeoutError()
FTCI	3	F	D	B	F	Solar	2022-10-23
FTCS	TimeoutError()
FTDR	3	A	B	C	A	Building Products - Miscellaneous	2022-10-23
FTEC	TimeoutError()
FTEK	2	C	D	D	D	Pollution Control	2022-10-23
FTHM	3	C	B	A	B	Technology Services	2022-10-23
FTI	3	B	D	A	C	Oil and Gas - Field Services	2022-10-23
FTK	None	None	None	None	None	None	2022-10-23
FTNT	2	D	A	C	B	Security	2022-10-23
FTRP	None	None	None	None	None	None	2022-10-23
FTS	3	C	C	F	D	Utility - Electric Power	2022-10-23
FTSI	None	None	None	None	None	None	2022-10-23
FTV	3	C	C	C	C	Electronics - Testing Equipment	2022-10-23
FTXD	TimeoutError()
FTXG	TimeoutError()
FTXH	TimeoutError()
FTXL	TimeoutError()
FTXN	None	None	None	None	None	None	2022-10-23
FTXO	TimeoutError()
FTXR	TimeoutError()
FUBO	TimeoutError()
FUL	4	C	B	A	B	Chemical - Specialty	2022-10-23
FULC	2	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
FULT	2	C	F	A	D	Banks - Northeast	2022-10-23
FUN	3	B	A	A	A	Leisure and Recreation Services	2022-10-23
FUNC	None	None	None	None	None	None	2022-10-23
FURY	3	F	F	D	F	Mining - Gold	2022-10-23
FUSN	1	F	D	F	F	Medical - Drugs	2022-10-23
FUTU	2	C	C	C	B	Technology Services	2022-10-23
FUTY	TimeoutError()
FUV	3	F	F	A	F	Automotive - Original Equipment	2022-10-23
FVCB	TimeoutError()
FVD	TimeoutError()
FVE	None	None	None	None	None	None	2022-10-23
FVRR	3	D	B	F	C	Internet - Commerce	2022-10-23
FWBI	TimeoutError()
FWONK	3	C	B	C	B	Media Conglomerates	2022-10-23
FWRD	2	C	A	A	A	Transportation - Truck	2022-10-23
FWRG	3	C	A	C	B	Retail - Restaurants	2022-10-23
FXA	TimeoutError()
FXB	TimeoutError()
FXC	None	None	None	None	None	None	2022-10-23
FXD	TimeoutError()
FXE	TimeoutError()
FXF	TimeoutError()
FXG	TimeoutError()
FXH	None	None	None	None	None	None	2022-10-23
FXI	TimeoutError()
FXL	TimeoutError()
FXLV	3	F	D	A	D	Consumer Services - Miscellaneous	2022-10-23
FXN	TimeoutError()
FXO	TimeoutError()
FXR	TimeoutError()
FXU	TimeoutError()
FXY	TimeoutError()
FXZ	TimeoutError()
FYBR	2	A	F	B	C	Communication - Network Software	2022-10-23
FYC	TimeoutError()
FYT	TimeoutError()
FYX	TimeoutError()
G	3	B	C	D	B	Outsourcing	2022-10-23
GABC	1	D	F	B	D	Banks - Midwest	2022-10-23
GAIA	3	A	B	B	A	Broadcast Radio and Television	2022-10-23
GAIN	3	C	B	B	B	Financial - SBIC & Commercial Industry	2022-10-23
GALT	3	D	C	A	C	Medical - Drugs	2022-10-23
GAMB	3	C	D	A	C	Advertising and Marketing	2022-10-23
GAME	3	F	F	A	F	Gaming	2022-10-23
GAN	4	D	B	A	B	Internet - Software	2022-10-23
GANX	3	F	F	C	F	Medical - Drugs	2022-10-23
GASS	None	None	None	None	None	None	2022-10-23
GATX	3	C	D	C	D	Transportation - Equipment and Leasing	2022-10-23
GAU	3	C	A	D	B	Mining - Gold	2022-10-23
GBCI	3	D	D	A	D	Banks - West	2022-10-23
GBDC	3	D	F	A	F	Financial - SBIC & Commercial Industry	2022-10-23
GBDV	TimeoutError()
GBIL	TimeoutError()
GBIO	TimeoutError()
GBLO	TimeoutError()
GBNH	3	D	A	B	B	Medical - Outpatient and Home Healthcare	2022-10-23
GBOX	4	F	D	B	F	Financial Transaction Services	2022-10-23
GBT	None	None	None	None	None	None	2022-10-23
GBUG	TimeoutError()
GBX	3	C	F	C	F	Transportation - Equipment and Leasing	2022-10-23
GCI	TimeoutError()
GCMG	3	C	A	F	B	Financial - Investment Management	2022-10-23
GCO	TimeoutError()
GCP	None	None	None	None	None	None	2022-10-23
GD	3	B	A	A	A	Aerospace - Defense	2022-10-23
GDDY	3	C	A	C	B	Internet - Delivery Services	2022-10-23
GDEN	3	A	C	F	B	Gaming	2022-10-23
GDEV	None	None	None	None	None	None	2022-10-23
GDOT	4	A	B	C	A	Financial Transaction Services	2022-10-23
GDRX	2	C	A	A	A	Medical Services	2022-10-23
GDS	3	B	D	A	C	Technology Services	2022-10-23
GDYN	3	D	A	D	B	Computers - IT Services	2022-10-23
GE	3	D	B	F	C	Diversified Operations	2022-10-23
GECC	3	C	F	C	F	Financial - Investment Management	2022-10-23
GEF	3	A	B	B	A	Containers - Paper and Packaging	2022-10-23
GEL	None	None	None	None	None	None	2022-10-23
GEM	TimeoutError()
GENI	3	F	A	A	B	Internet - Content	2022-10-23
GEO	3	A	D	B	B	REIT and Equity Trust - Other	2022-10-23
GERN	2	F	D	F	F	Medical - Biomedical and Genetics	2022-10-23
GES	3	A	B	D	A	Textile - Apparel	2022-10-23
GEVO	1	F	F	B	F	Alternative Energy - Other	2022-10-23
GFED	None	None	None	None	None	None	2022-10-23
GFF	3	B	B	D	B	Diversified Operations	2022-10-23
GFI	TimeoutError()
GFL	3	B	B	F	C	Waste Removal Services	2022-10-23
GFS	3	B	A	C	A	Electronics - Semiconductors	2022-10-23
GGAL	3	A	F	F	D	Banks - Foreign	2022-10-23
GGB	4	A	A	C	A	Steel - Producers	2022-10-23
GGG	TimeoutError()
GH	2	D	F	A	F	Medical - Biomedical and Genetics	2022-10-23
GHG	5	B	C	A	B	Hotels and Motels	2022-10-23
GHL	None	None	None	None	None	None	2022-10-23
GHLD	5	A	C	D	B	Financial - Miscellaneous Services	2022-10-23
GHM	2	D	B	A	B	Manufacturing - General Industrial	2022-10-23
GHRS	1	D	F	D	D	Medical - Biomedical and Genetics	2022-10-23
GHYB	TimeoutError()
GHYG	TimeoutError()
GIB	4	B	B	C	B	Computer - Services	2022-10-23
GIC	3	B	F	C	D	Industrial Services	2022-10-23
GIGB	TimeoutError()
GIII	4	A	B	D	A	Textile - Apparel	2022-10-23
GIL	2	B	B	A	A	Textile - Apparel	2022-10-23
GILD	3	A	C	F	C	Medical - Biomedical and Genetics	2022-10-23
GIS	2	B	C	D	C	Food - Miscellaneous	2022-10-23
GKOS	3	D	F	F	F	Medical - Instruments	2022-10-23
GL	3	B	D	F	D	Financial - Miscellaneous Services	2022-10-23
GLAD	TimeoutError()
GLBE	TimeoutError()
GLCN	TimeoutError()
GLD	None	None	None	None	None	None	2022-10-23
GLDD	3	B	C	C	B	Building Products - Heavy Construction	2022-10-23
GLDG	2	C	D	B	C	Mining - Gold	2022-10-23
GLDM	TimeoutError()
GLIN	TimeoutError()
GLMD	3	D	C	C	D	Medical - Drugs	2022-10-23
GLNG	2	F	D	F	F	Transportation - Shipping	2022-10-23
GLOB	3	D	A	C	B	Internet - Software and Services	2022-10-23
GLOP	3	A	B	B	A	Transportation - Shipping	2022-10-23
GLP	TimeoutError()
GLPG	TimeoutError()
GLPI	3	D	C	D	D	REIT and Equity Trust - Other	2022-10-23
GLSI	2	C	C	D	D	Medical - Biomedical and Genetics	2022-10-23
GLTO	3	D	D	A	D	Medical - Biomedical and Genetics	2022-10-23
GLTR	TimeoutError()
GLUE	3	D	C	D	D	Medical - Biomedical and Genetics	2022-10-23
GLW	3	A	B	F	B	Communication - Components	2022-10-23
GLYC	3	F	D	C	F	Medical - Drugs	2022-10-23
GM	3	A	B	F	A	Automotive - Domestic	2022-10-23
GMAB	2	C	C	C	C	Medical - Biomedical and Genetics	2022-10-23
GMBL	2	F	B	B	C	Gaming	2022-10-23
GMDA	2	F	C	A	D	Medical - Biomedical and Genetics	2022-10-23
GME	3	D	C	B	C	Retail - Consumer Electronics	2022-10-23
GMED	4	D	C	B	C	Medical - Instruments	2022-10-23
GMF	TimeoutError()
GMRE	3	B	B	C	B	REIT and Equity Trust - Other	2022-10-23
GMS	3	A	B	B	A	Building Products - Retail	2022-10-23
GMTX	3	B	C	B	B	Medical - Drugs	2022-10-23
GNCA	None	None	None	None	None	None	2022-10-23
GNFT	3	B	B	C	B	Medical - Biomedical and Genetics	2022-10-23
GNK	5	B	B	C	B	Transportation - Shipping	2022-10-23
GNL	TimeoutError()
GNLN	4	F	A	B	C	Food - Miscellaneous	2022-10-23
GNOG	TimeoutError()
GNPX	3	D	C	B	C	Medical - Biomedical and Genetics	2022-10-23
GNRC	3	B	D	D	D	Electronics - Power Generation	2022-10-23
GNSS	2	C	B	B	B	Consumer Services - Miscellaneous	2022-10-23
GNTA	3	C	D	C	D	Medical - Biomedical and Genetics	2022-10-23
GNTX	4	C	D	B	C	Automotive - Original Equipment	2022-10-23
GNTY	3	C	D	F	D	Banks - Southwest	2022-10-23
GNUS	3	F	F	A	F	Consumer Products - Discretionary	2022-10-23
GO	3	B	A	C	A	Consumer Products - Staples	2022-10-23
GOCO	4	F	D	B	F	Insurance - Life Insurance	2022-10-23
GOEV	TimeoutError()
GOGL	3	A	B	F	A	Transportation - Shipping	2022-10-23
GOGO	3	D	C	D	D	Wireless National	2022-10-23
GOL	4	C	B	D	C	Transportation - Airline	2022-10-23
GOLD	5	D	D	F	D	Mining - Gold	2022-10-23
GOLF	TimeoutError()
GOOD	2	C	C	C	C	REIT and Equity Trust - Other	2022-10-23
GOOG	TimeoutError()
GOOGL	3	C	B	F	C	Internet - Services	2022-10-23
GOOS	3	B	F	F	D	Retail - Apparel and Shoes	2022-10-23
GORO	4	A	A	F	A	Mining - Gold	2022-10-23
GOSS	3	D	B	C	C	Medical - Biomedical and Genetics	2022-10-23
GOTU	None	None	None	None	None	None	2022-10-23
GOVT	TimeoutError()
GOVZ	TimeoutError()
GP	3	F	F	D	F	Automotive - Foreign	2022-10-23
GPC	3	B	B	B	A	Automotive - Replacement Parts	2022-10-23
GPI	3	A	A	C	A	Automotive - Retail and Whole Sales	2022-10-23
GPK	3	A	A	D	A	Containers - Paper and Packaging	2022-10-23
GPL	None	None	None	None	None	None	2022-10-23
GPMT	TimeoutError()
GPN	3	B	B	F	C	Financial Transaction Services	2022-10-23
GPOR	3	A	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
GPRE	3	C	B	C	B	Chemical - Specialty	2022-10-23
GPRK	3	A	A	F	A	Oil and Gas - Exploration and Production - United States	2022-10-23
GPRO	3	A	C	F	B	Audio Video Production	2022-10-23
GPS	2	B	B	D	B	Retail - Apparel and Shoes	2022-10-23
GRAB	3	F	D	F	F	Technology Services	2022-10-23
GRAY	3	D	C	D	D	Medical - Biomedical and Genetics	2022-10-23
GRBK	4	B	F	D	D	Real Estate - Development	2022-10-23
GRCL	3	D	F	D	F	Medical - Biomedical and Genetics	2022-10-23
GREE	4	C	D	B	C	Technology Services	2022-10-23
GREK	TimeoutError()
GRFS	4	A	F	A	B	Medical - Drugs	2022-10-23
GRID	TimeoutError()
GRIN	None	None	None	None	None	None	2022-10-23
GRMN	3	C	F	F	F	Electronics - Miscellaneous Products	2022-10-23
GROY	3	F	D	D	F	Mining - Gold	2022-10-23
GRPH	4	D	C	D	D	Medical - Biomedical and Genetics	2022-10-23
GRPN	3	C	F	B	D	Internet - Commerce	2022-10-23
GRTS	TimeoutError()
GRTX	TimeoutError()
GRU	TimeoutError()
GRUB	TimeoutError()
GRWG	5	D	A	A	A	Agriculture - Products	2022-10-23
GS	TimeoutError()
GSAT	3	F	A	D	D	Satellite and Communication	2022-10-23
GSBC	3	C	F	A	C	Financial - Savings and Loan	2022-10-23
GSBD	3	D	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
GSEE	TimeoutError()
GSEU	TimeoutError()
GSEW	TimeoutError()
GSHD	3	D	B	D	C	Insurance - Multi line	2022-10-23
GSID	TimeoutError()
GSIE	None	None	None	None	None	None	2022-10-23
GSIG	TimeoutError()
GSJY	None	None	None	None	None	None	2022-10-23
GSK	3	A	C	F	B	Medical - Biomedical and Genetics	2022-10-23
GSKY	None	None	None	None	None	None	2022-10-23
GSL	3	A	A	C	A	Transportation - Shipping	2022-10-23
GSLC	TimeoutError()
GSMG	None	None	None	None	None	None	2022-10-23
GSS	None	None	None	None	None	None	2022-10-23
GSSC	TimeoutError()
GSUS	TimeoutError()
GSV	None	None	None	None	None	None	2022-10-23
GT	TimeoutError()
GTBP	2	D	B	B	C	Medical - Biomedical and Genetics	2022-10-23
GTEC	3	A	D	A	A	Electronics - Miscellaneous Products	2022-10-23
GTES	4	B	D	C	C	Engineering - R and D Services	2022-10-23
GTHX	2	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
GTLB	3	F	D	F	F	Internet - Software	2022-10-23
GTLS	TimeoutError()
GTN	3	A	B	D	A	Broadcast Radio and Television	2022-10-23
GTX	TimeoutError()
GTY	2	D	D	C	D	REIT and Equity Trust - Other	2022-10-23
GTYH	TimeoutError()
GVA	3	C	F	F	F	Building Products - Heavy Construction	2022-10-23
GWB	None	None	None	None	None	None	2022-10-23
GWH	TimeoutError()
GWRE	2	D	B	C	D	Business - Software Services	2022-10-23
GWRS	2	D	B	C	C	Utility - Water Supply	2022-10-23
GWW	3	B	B	A	A	Industrial Services	2022-10-23
GXC	TimeoutError()
GXG	TimeoutError()
GXO	TimeoutError()
H	1	C	A	F	B	Hotels and Motels	2022-10-23
HA	3	B	A	B	A	Transportation - Airline	2022-10-23
HAE	TimeoutError()
HAFC	1	B	B	C	B	Banks - West	2022-10-23
HAIN	5	C	F	F	F	Food - Miscellaneous	2022-10-23
HAL	2	B	C	D	C	Oil and Gas - Field Services	2022-10-23
HALL	5	D	F	F	F	Insurance - Property and Casualty	2022-10-23
HALO	3	B	F	F	D	Medical - Biomedical and Genetics	2022-10-23
HAPP	None	None	None	None	None	None	2022-10-23
HARP	3	D	F	C	F	Medical - Drugs	2022-10-23
HAS	5	D	F	A	D	Toys - Games - Hobbies	2022-10-23
HASI	3	D	D	B	D	REIT and Equity Trust	2022-10-23
HAUZ	TimeoutError()
HAWX	TimeoutError()
HAYN	TimeoutError()
HAYW	3	A	A	C	A	Electronics - Miscellaneous Products	2022-10-23
HBAN	3	C	B	D	C	Banks - Midwest	2022-10-23
HBCP	2	D	D	F	F	Banks - Southeast	2022-10-23
HBI	3	B	F	C	D	Textile - Apparel	2022-10-23
HBIO	2	C	D	D	D	Instruments - Scientific	2022-10-23
HBM	TimeoutError()
HBMD	None	None	None	None	None	None	2022-10-23
HBNC	1	C	F	D	F	Banks - Northeast	2022-10-23
HBT	2	B	D	A	B	Banks - Northeast	2022-10-23
HCA	3	A	B	B	A	Medical - Hospital	2022-10-23
HCAT	3	D	B	C	C	Medical Info Systems	2022-10-23
HCC	2	A	A	F	A	Coal	2022-10-23
HCCI	2	A	B	A	A	Pollution Control	2022-10-23
HCI	5	B	C	B	C	Insurance - Property and Casualty	2022-10-23
HCKT	TimeoutError()
HCM	3	D	F	F	F	Medical - Biomedical and Genetics	2022-10-23
HCP	2	F	F	D	F	Internet - Software	2022-10-23
HCSG	4	B	B	F	B	Business - Services	2022-10-23
HD	2	B	C	A	B	Building Products - Retail	2022-10-23
HDAW	TimeoutError()
HDB	4	D	B	D	D	Banks - Foreign	2022-10-23
HDEF	TimeoutError()
HDSN	3	A	A	C	A	Industrial Services	2022-10-23
HDV	TimeoutError()
HE	3	C	F	C	D	Utility - Electric Power	2022-10-23
HEAR	3	C	F	C	F	Communication - Components	2022-10-23
HEDJ	TimeoutError()
HEEM	TimeoutError()
HEES	3	A	C	B	A	Manufacturing - Construction and Mining	2022-10-23
HEFA	TimeoutError()
HEI	3	D	B	D	C	Aerospace - Defense Equipment	2022-10-23
HELE	4	C	F	A	D	Cosmetics	2022-10-23
HEP	3	C	B	D	B	Oil and Gas - Production and Pipelines	2022-10-23
HEPA	4	D	C	F	F	Medical - Biomedical and Genetics	2022-10-23
HEPS	2	C	A	A	A	Internet - Commerce	2022-10-23
HES	3	D	A	F	C	Oil and Gas - Integrated - United States	2022-10-23
HESM	3	B	C	F	C	Energy and Pipeline - Master Limited Partnerships	2022-10-23
HEWC	TimeoutError()
HEWG	TimeoutError()
HEWJ	TimeoutError()
HEWU	TimeoutError()
HEXO	TimeoutError()
HEZU	TimeoutError()
HFC	None	None	None	None	None	None	2022-10-23
HFWA	2	C	F	A	D	Financial - Savings and Loan	2022-10-23
HFXI	TimeoutError()
HGEN	3	F	C	B	D	Medical - Biomedical and Genetics	2022-10-23
HGV	3	A	A	C	A	Hotels and Motels	2022-10-23
HHC	2	D	D	B	D	Real Estate - Development	2022-10-23
HHR	TimeoutError()
HI	3	A	C	F	B	Industrial Services	2022-10-23
HIBB	2	A	F	C	C	Retail - Apparel and Shoes	2022-10-23
HIG	TimeoutError()
HII	2	B	C	F	C	Aerospace - Defense	2022-10-23
HIMS	2	D	B	A	B	Medical Info Systems	2022-10-23
HIPO	2	F	B	A	C	Insurance - Multi line	2022-10-23
HITI	2	B	C	D	C	Medical - Products	2022-10-23
HIVE	3	B	B	C	A	Technology Services	2022-10-23
HIW	3	B	C	D	C	REIT and Equity Trust - Other	2022-10-23
HJPX	TimeoutError()
HL	3	D	B	A	A	Mining - Silver	2022-10-23
HLAL	TimeoutError()
HLBZ	None	None	None	None	None	None	2022-10-23
HLF	4	A	B	D	A	Retail - Pharmacies and Drug Stores	2022-10-23
HLI	4	D	D	C	D	Financial - Miscellaneous Services	2022-10-23
HLIO	4	C	B	B	B	Manufacturing - General Industrial	2022-10-23
HLIT	2	C	A	C	B	Communication - Components	2022-10-23
HLLY	4	B	D	B	C	Automotive - Original Equipment	2022-10-23
HLMN	3	B	A	A	A	Building Products - Miscellaneous	2022-10-23
HLNE	3	D	B	F	D	Financial - Investment Management	2022-10-23
HLT	3	C	C	D	C	Hotels and Motels	2022-10-23
HLTH	3	B	D	A	B	Medical Info Systems	2022-10-23
HLX	4	C	F	A	C	Oil and Gas - Field Services	2022-10-23
HMC	3	A	B	D	A	Automotive - Foreign	2022-10-23
HMLP	None	None	None	None	None	None	2022-10-23
HMN	TimeoutError()
HMPT	5	C	A	D	B	Building Products - Home Builders	2022-10-23
HMST	4	B	D	B	C	Financial - Savings and Loan	2022-10-23
HMY	3	A	A	F	A	Mining - Gold	2022-10-23
HNGR	None	None	None	None	None	None	2022-10-23
HNP	None	None	None	None	None	None	2022-10-23
HNRG	None	None	None	None	None	None	2022-10-23
HNST	3	F	C	B	D	Consumer Products - Discretionary	2022-10-23
HOG	TimeoutError()
HOLI	None	None	None	None	None	None	2022-10-23
HOLX	TimeoutError()
HOMB	3	D	D	D	F	Banks - Southeast	2022-10-23
HOMZ	TimeoutError()
HON	3	D	D	D	D	Diversified Operations	2022-10-23
HONE	2	B	C	A	B	Banks - Northeast	2022-10-23
HOOD	2	C	C	C	C	Financial - Investment Bank	2022-10-23
HOOK	3	F	C	A	D	Medical - Biomedical and Genetics	2022-10-23
HOPE	3	B	C	C	B	Banks - West	2022-10-23
HOTH	None	None	None	None	None	None	2022-10-23
HOWL	3	D	B	A	B	Medical - Biomedical and Genetics	2022-10-23
HP	1	D	C	B	C	Oil and Gas - Drilling	2022-10-23
HPE	TimeoutError()
HPK	3	C	A	B	A	Oil and Gas - Exploration and Production - United States	2022-10-23
HPP	3	A	D	F	C	REIT and Equity Trust - Other	2022-10-23
HPQ	4	A	D	F	C	Computer - Mini computers	2022-10-23
HQY	2	D	C	F	D	Medical Services	2022-10-23
HR	3	C	C	A	B	REIT and Equity Trust - Other	2022-10-23
HRB	3	A	B	B	A	Consumer Services - Miscellaneous	2022-10-23
HRI	4	B	A	B	A	Transportation - Equipment and Leasing	2022-10-23
HRL	4	C	D	B	D	Food - Meat Products	2022-10-23
HRMY	3	C	A	D	B	Medical - Biomedical and Genetics	2022-10-23
HROW	3	C	A	A	A	Medical Services	2022-10-23
HRTG	3	B	A	C	A	Insurance - Property and Casualty	2022-10-23
HRTX	3	F	B	D	D	Medical - Drugs	2022-10-23
HRZN	3	D	F	B	F	Financial - SBIC & Commercial Industry	2022-10-23
HSBC	1	B	C	D	B	Banks - Foreign	2022-10-23
HSC	4	A	A	F	A	Technology Services	2022-10-23
HSCZ	TimeoutError()
HSDT	3	F	B	D	D	Medical - Instruments	2022-10-23
HSIC	3	A	B	F	A	Medical - Dental Supplies	2022-10-23
HSII	2	A	A	D	A	Staffing Firms	2022-10-23
HSKA	3	C	C	D	C	Medical - Biomedical and Genetics	2022-10-23
HSON	TimeoutError()
HST	TimeoutError()
HSTM	2	C	C	A	B	Internet - Services	2022-10-23
HSTO	3	D	D	D	D	Medical - Products	2022-10-23
HSY	3	C	A	F	C	Food - Confectionery	2022-10-23
HT	3	A	A	F	A	REIT and Equity Trust - Other	2022-10-23
HTA	None	None	None	None	None	None	2022-10-23
HTBI	2	B	F	D	D	Banks - Southeast	2022-10-23
HTBK	3	C	D	A	C	Banks - West	2022-10-23
HTGC	3	D	F	C	F	Financial - SBIC & Commercial Industry	2022-10-23
HTGM	3	D	C	A	B	Medical - Instruments	2022-10-23
HTH	3	D	F	F	F	Banks - Southeast	2022-10-23
HTHT	4	D	C	A	C	Hotels and Motels	2022-10-23
HTLD	1	B	D	B	C	Transportation - Truck	2022-10-23
HTLF	4	C	D	A	B	Banks - Midwest	2022-10-23
HTOO	3	B	B	A	A	Industrial Services	2022-10-23
HTZ	5	B	C	D	C	Transportation - Services	2022-10-23
HUBB	1	C	B	A	B	Manufacturing - Electrical Utilities	2022-10-23
HUBG	3	A	A	A	A	Transportation - Services	2022-10-23
HUBS	4	F	B	A	C	Internet - Software	2022-10-23
HUM	1	B	D	D	C	Medical - HMOs	2022-10-23
HUMA	3	F	F	D	F	Medical - Biomedical and Genetics	2022-10-23
HUN	3	A	A	B	A	Chemical - Diversified	2022-10-23
HURN	3	B	B	B	B	Consulting Services	2022-10-23
HUT	3	D	F	C	F	Technology Services	2022-10-23
HUYA	2	B	F	A	C	Internet - Software and Services	2022-10-23
HVT	None	None	None	None	None	None	2022-10-23
HWC	2	B	D	A	C	Banks - Southeast	2022-10-23
HWKN	TimeoutError()
HWM	4	D	A	F	C	Engineering - R and D Services	2022-10-23
HXL	3	C	B	D	C	Aerospace - Defense Equipment	2022-10-23
HYBB	TimeoutError()
HYD	TimeoutError()
HYDW	TimeoutError()
HYEM	TimeoutError()
HYFM	TimeoutError()
HYG	TimeoutError()
HYGV	None	None	None	None	None	None	2022-10-23
HYLB	TimeoutError()
HYLN	4	F	F	D	F	Automotive - Original Equipment	2022-10-23
HYMB	TimeoutError()
HYRE	2	F	A	D	C	Transportation - Services	2022-10-23
HYS	TimeoutError()
HYTR	TimeoutError()
HYXF	TimeoutError()
HYXU	TimeoutError()
HYZN	3	F	F	C	F	Automotive - Original Equipment	2022-10-23
HZNP	3	B	C	F	C	Medical - Biomedical and Genetics	2022-10-23
HZO	4	A	A	A	A	Retail - Miscellaneous	2022-10-23
IAA	3	B	B	C	B	Automotive - Domestic	2022-10-23
IAC	3	C	C	C	C	Diversified Operations	2022-10-23
IAG	3	B	C	D	C	Mining - Gold	2022-10-23
IAI	TimeoutError()
IAK	TimeoutError()
IART	3	B	B	F	B	Medical - Instruments	2022-10-23
IAS	4	D	A	F	C	Advertising and Marketing	2022-10-23
IAT	TimeoutError()
IAU	TimeoutError()
IBA	1	A	A	A	A	Food - Meat Products	2022-10-23
IBB	TimeoutError()
IBCP	TimeoutError()
IBD	TimeoutError()
IBDD	TimeoutError()
IBDN	TimeoutError()
IBDO	TimeoutError()
IBDP	TimeoutError()
IBDQ	TimeoutError()
IBDR	TimeoutError()
IBDS	TimeoutError()
IBDT	None	None	None	None	None	None	2022-10-23
IBDU	TimeoutError()
IBDV	TimeoutError()
IBEX	4	A	A	D	A	Business - Services	2022-10-23
IBHB	TimeoutError()
IBHC	TimeoutError()
IBHD	TimeoutError()
IBHE	TimeoutError()
IBHF	TimeoutError()
IBIO	2	F	F	A	F	Medical - Biomedical and Genetics	2022-10-23
IBKR	1	D	F	A	F	Financial - Investment Bank	2022-10-23
IBM	3	B	D	F	D	Computer - Integrated Systems	2022-10-23
IBMK	TimeoutError()
IBML	TimeoutError()
IBMM	TimeoutError()
IBMN	TimeoutError()
IBMO	TimeoutError()
IBMP	TimeoutError()
IBMQ	TimeoutError()
IBN	1	F	F	C	F	Banks - Foreign	2022-10-23
IBP	3	A	A	B	A	Building Products - Miscellaneous	2022-10-23
IBRX	3	F	D	D	F	Medical - Biomedical and Genetics	2022-10-23
IBTB	TimeoutError()
IBTD	TimeoutError()
IBTE	TimeoutError()
IBTF	TimeoutError()
IBTG	TimeoutError()
IBTH	TimeoutError()
IBTI	TimeoutError()
IBTJ	TimeoutError()
IBTK	None	None	None	None	None	None	2022-10-23
IBTX	4	D	D	C	D	Banks - Southeast	2022-10-23
ICAD	3	F	C	C	D	Computer - Software	2022-10-23
ICE	3	C	C	D	D	Securities and Exchanges	2022-10-23
ICF	TimeoutError()
ICFI	TimeoutError()
ICHR	5	C	D	A	C	Electronics - Semiconductors	2022-10-23
ICL	4	A	A	C	A	Chemical - Specialty	2022-10-23
ICLN	TimeoutError()
ICLR	TimeoutError()
ICMB	TimeoutError()
ICOL	TimeoutError()
ICPT	TimeoutError()
ICUI	3	B	F	D	D	Medical - Products	2022-10-23
ICVX	TimeoutError()
IDA	3	D	F	B	D	Utility - Electric Power	2022-10-23
IDCC	1	B	F	C	D	Wireless Equipment	2022-10-23
IDEV	None	None	None	None	None	None	2022-10-23
IDEX	TimeoutError()
IDHQ	None	None	None	None	None	None	2022-10-23
IDLB	TimeoutError()
IDLV	TimeoutError()
IDN	2	F	D	C	F	Security and Safety Services	2022-10-23
IDOG	None	None	None	None	None	None	2022-10-23
IDU	TimeoutError()
IDX	TimeoutError()
IDXX	3	C	C	F	D	Medical - Instruments	2022-10-23
IDYA	3	F	F	F	F	Medical - Biomedical and Genetics	2022-10-23
IEA	None	None	None	None	None	None	2022-10-23
IEF	TimeoutError()
IEFA	TimeoutError()
IEI	TimeoutError()
IEMG	TimeoutError()
IEO	TimeoutError()
IEP	3	B	A	C	A	Diversified Operations	2022-10-23
IEUR	TimeoutError()
IEUS	TimeoutError()
IEV	TimeoutError()
IEX	3	D	C	D	D	Manufacturing - General Industrial	2022-10-23
IEZ	TimeoutError()
IFF	4	C	F	F	F	Consumer Products - Staples	2022-10-23
IFRA	TimeoutError()
IFRX	2	F	C	F	F	Medical - Biomedical and Genetics	2022-10-23
IFS	4	C	F	A	D	Financial - Miscellaneous Services	2022-10-23
IGEB	TimeoutError()
IGIB	TimeoutError()
IGLB	TimeoutError()
IGM	TimeoutError()
IGMS	2	F	A	B	B	Medical - Biomedical and Genetics	2022-10-23
IGN	TimeoutError()
IGSB	TimeoutError()
IGT	3	A	A	F	A	Gaming	2022-10-23
IGV	TimeoutError()
IHDG	TimeoutError()
IHE	TimeoutError()
IHF	TimeoutError()
IHG	3	B	B	A	A	Hotels and Motels	2022-10-23
IHI	TimeoutError()
IHRT	3	A	B	F	B	Broadcast Radio and Television	2022-10-23
IHS	TimeoutError()
IIGD	TimeoutError()
III	2	A	D	D	C	Consulting Services	2022-10-23
IIIV	2	C	A	D	B	Internet - Software	2022-10-23
IIN	None	None	None	None	None	None	2022-10-23
IINN	None	None	None	None	None	None	2022-10-23
IIPR	3	D	B	C	C	REIT and Equity Trust - Other	2022-10-23
IIVI	None	None	None	None	None	None	2022-10-23
IJH	TimeoutError()
IJJ	TimeoutError()
IJK	TimeoutError()
IJR	TimeoutError()
IJS	TimeoutError()
IJT	TimeoutError()
IKNA	2	D	F	C	F	Medical - Biomedical and Genetics	2022-10-23
ILCB	TimeoutError()
ILCG	TimeoutError()
ILCV	TimeoutError()
